Type,Start,End,Duration,Start Conditions,Start Location,End Conditions,Notes
feed,2024-01-19 04:57,,,Bottle,bottle,2oz,
feed,2024-01-19 03:28,,,Breast,,,
sleep,2024-01-18 23:30,2024-01-19 06:54,7:24,,,,
feed,2024-01-18 22:28,,,Bottle,bottle,8oz,
feed,2024-01-18 21:51,,,Formula,bottle,6oz,
sleep,2024-01-18 21:11,2024-01-18 23:06,1:55,,,,
feed,2024-01-18 20:49,,,Bottle,bottle,4oz,
sleep,2024-01-18 18:24,2024-01-18 20:54,2:30,,,,
feed,2024-01-18 17:57,,,Breast,,,
feed,2024-01-18 16:32,,,Formula,bottle,8oz,
feed,2024-01-18 15:46,,,Breast,,,
sleep,2024-01-18 14:01,2024-01-18 16:00,1:59,,,,
sleep,2024-01-18 13:50,2024-01-18 14:40,0:50,,,,
feed,2024-01-18 12:54,,,Formula,bottle,6oz,
feed,2024-01-18 12:49,,,Bottle,bottle,5oz,
sleep,2024-01-18 11:55,2024-01-18 12:59,1:04,,,,
sleep,2024-01-18 10:56,2024-01-18 11:57,1:01,,,,
sleep,2024-01-18 10:51,2024-01-18 12:46,1:55,,,,
sleep,2024-01-18 10:47,2024-01-18 12:09,1:22,,,,
meds,2024-01-18 10:21,2024-01-18 10:21,,1ml,Vitamin D,,
feed,2024-01-18 09:12,,,Bottle,bottle,6oz,
feed,2024-01-18 08:49,,,Formula,bottle,3oz,
sleep,2024-01-18 01:48,2024-01-18 08:06,6:18,,,,
feed,2024-01-18 01:01,,,Bottle,bottle,8oz,
feed,2024-01-18 00:10,,,Bottle,bottle,4oz,
sleep,2024-01-17 22:57,2024-01-18 01:19,2:22,,,,
sleep,2024-01-17 20:15,2024-01-17 22:30,2:15,,,,
feed,2024-01-17 17:07,,,Formula,bottle,2oz,
sleep,2024-01-17 16:09,2024-01-17 17:05,0:56,,,,
feed,2024-01-17 14:18,,,Formula,bottle,4oz,
sleep,2024-01-17 14:08,2024-01-17 15:23,1:15,,,,
sleep,2024-01-17 13:37,2024-01-17 14:12,0:35,,,,
feed,2024-01-17 13:27,,,Breast,,,
feed,2024-01-17 13:21,,,Bottle,bottle,5oz,
feed,2024-01-17 11:36,,,Formula,bottle,5oz,
feed,2024-01-17 11:32,,,Bottle,bottle,4oz,
sleep,2024-01-17 10:34,2024-01-17 11:50,1:16,,,,
sleep,2024-01-17 09:04,2024-01-17 10:13,1:09,,,,
sleep,2024-01-17 08:53,2024-01-17 09:28,0:35,,,,
feed,2024-01-17 05:57,,,Bottle,bottle,6oz,
sleep,2024-01-17 04:23,2024-01-17 06:40,2:17,,,,
feed,2024-01-17 03:31,,,Breast,,,
feed,2024-01-17 03:28,,,Formula,bottle,3oz,
sleep,2024-01-17 01:00,2024-01-17 04:00,3:00,,,,
feed,2024-01-16 23:05,,,Formula,bottle,2oz,
feed,2024-01-16 22:56,,,Formula,bottle,2oz,
sleep,2024-01-16 22:07,2024-01-17 00:33,2:26,,,,
feed,2024-01-16 21:27,,,Formula,bottle,4oz,
sleep,2024-01-16 19:49,2024-01-16 21:52,2:03,,,,
feed,2024-01-16 18:20,,,Bottle,bottle,5oz,
sleep,2024-01-16 17:13,2024-01-16 17:43,0:30,,,,
feed,2024-01-16 17:01,,,Breast,,,
sleep,2024-01-16 15:16,2024-01-16 15:51,0:35,,,,
feed,2024-01-16 14:46,,,Formula,bottle,2oz,
sleep,2024-01-16 13:13,2024-01-16 14:18,1:05,,,,
sleep,2024-01-16 12:32,2024-01-16 13:56,1:24,,,,
feed,2024-01-16 11:18,,,Formula,bottle,5oz,
meds,2024-01-16 08:54,2024-01-16 08:54,,1ml,Vitamin D,,
sleep,2024-01-16 08:05,2024-01-16 09:56,1:51,,,,
sleep,2024-01-16 03:15,2024-01-16 08:06,4:51,,,,
feed,2024-01-16 00:39,,,Breast,,,
feed,2024-01-16 00:27,,,Bottle,bottle,4oz,
sleep,2024-01-16 00:21,2024-01-16 03:01,2:40,,,,
feed,2024-01-16 00:03,,,Formula,bottle,4oz,
sleep,2024-01-15 22:24,2024-01-16 00:08,1:44,,,,
feed,2024-01-15 20:32,,,Breast,,,
sleep,2024-01-15 20:19,2024-01-15 22:06,1:47,,,,
sleep,2024-01-15 16:45,2024-01-15 18:40,1:55,,,,
feed,2024-01-15 16:25,,,Formula,bottle,6oz,
sleep,2024-01-15 15:53,2024-01-15 16:24,0:31,,,,
sleep,2024-01-15 12:39,2024-01-15 14:16,1:37,,,,
meds,2024-01-15 12:11,2024-01-15 12:11,,2.5ml,Gas Relief Drops,,
sleep,2024-01-15 12:10,2024-01-15 14:03,1:53,,,,
feed,2024-01-15 10:23,,,Bottle,bottle,6oz,
meds,2024-01-15 10:04,2024-01-15 10:04,,1ml,Vitamin D,,
feed,2024-01-15 08:44,,,Breast,,,
feed,2024-01-15 07:31,,,Bottle,bottle,8oz,
sleep,2024-01-15 04:51,2024-01-15 08:06,3:15,,,,
feed,2024-01-15 03:25,,,Breast,,,
feed,2024-01-15 03:07,,,Bottle,bottle,2oz,
sleep,2024-01-15 02:25,2024-01-15 04:39,2:14,,,,
feed,2024-01-15 02:08,,,Formula,bottle,2oz,
feed,2024-01-15 00:58,,,Bottle,bottle,2oz,
feed,2024-01-15 00:40,,,Breast,,,
feed,2024-01-15 00:15,,,Bottle,bottle,6oz,
sleep,2024-01-15 00:08,2024-01-15 02:11,2:03,,,,
feed,2024-01-14 22:20,,,Formula,bottle,2oz,
sleep,2024-01-14 21:45,2024-01-14 23:42,1:57,,,,
feed,2024-01-14 20:45,,,Breast,,,
sleep,2024-01-14 19:39,2024-01-14 21:18,1:39,,,,
feed,2024-01-14 19:11,,,Breast,,,
feed,2024-01-14 18:26,,,Bottle,bottle,3oz,
sleep,2024-01-14 17:33,2024-01-14 18:04,0:31,,,,
feed,2024-01-14 15:51,,,Formula,bottle,2oz,
sleep,2024-01-14 13:59,2024-01-14 14:38,0:39,,,,
feed,2024-01-14 13:42,,,Bottle,bottle,3oz,
sleep,2024-01-14 13:15,2024-01-14 14:25,1:10,,,,
sleep,2024-01-14 12:25,2024-01-14 13:53,1:28,,,,
sleep,2024-01-14 12:13,2024-01-14 13:21,1:08,,,,
feed,2024-01-14 11:37,,,Breast,,,
sleep,2024-01-14 10:42,2024-01-14 12:34,1:52,,,,
feed,2024-01-14 10:29,,,Bottle,bottle,5oz,
meds,2024-01-14 08:59,2024-01-14 08:59,,1ml,Vitamin D,,
feed,2024-01-14 08:25,,,Formula,bottle,5oz,
feed,2024-01-14 05:40,,,Bottle,bottle,3oz,
sleep,2024-01-14 04:44,2024-01-14 06:56,2:12,,,,
sleep,2024-01-14 02:41,2024-01-14 04:21,1:40,,,,
sleep,2024-01-14 00:37,2024-01-14 02:12,1:35,,,,
feed,2024-01-13 22:05,,,Bottle,bottle,3oz,
sleep,2024-01-13 21:24,2024-01-14 00:08,2:44,,,,
sleep,2024-01-13 18:25,2024-01-13 21:07,2:42,,,,
meds,2024-01-13 17:30,2024-01-13 17:30,,2.5ml,Gripe Water,,
sleep,2024-01-13 16:10,2024-01-13 18:06,1:56,,,,
sleep,2024-01-13 15:32,2024-01-13 16:10,0:38,,,,
feed,2024-01-13 14:03,,,Bottle,bottle,8oz,
sleep,2024-01-13 13:03,2024-01-13 14:49,1:46,,,,
feed,2024-01-13 10:54,,,Bottle,bottle,6oz,
meds,2024-01-13 10:45,2024-01-13 10:45,,1ml,Vitamin D,,
sleep,2024-01-13 08:47,2024-01-13 09:25,0:38,,,,
sleep,2024-01-13 08:37,2024-01-13 09:30,0:53,,,,
sleep,2024-01-13 08:32,2024-01-13 09:12,0:40,,,,
feed,2024-01-13 07:57,,,Breast,,,
feed,2024-01-13 06:39,,,Formula,bottle,2oz,
feed,2024-01-13 06:15,,,Breast,,,
sleep,2024-01-13 05:23,2024-01-13 08:50,3:27,,,,
feed,2024-01-13 03:59,,,Breast,,,
feed,2024-01-13 03:26,,,Formula,bottle,2oz,
sleep,2024-01-13 03:18,2024-01-13 04:55,1:37,,,,
sleep,2024-01-13 00:55,2024-01-13 03:02,2:07,,,,
feed,2024-01-13 00:40,,,Breast,,,
feed,2024-01-12 23:13,,,Bottle,bottle,4oz,
sleep,2024-01-12 22:50,2024-01-13 00:39,1:49,,,,
feed,2024-01-12 21:45,,,Breast,,,
feed,2024-01-12 21:34,,,Breast,,,
sleep,2024-01-12 19:44,2024-01-12 22:25,2:41,,,,
feed,2024-01-12 17:41,,,Bottle,bottle,4oz,
feed,2024-01-12 15:30,,,Breast,,,
sleep,2024-01-12 15:13,2024-01-12 16:19,1:06,,,,
sleep,2024-01-12 14:57,2024-01-12 16:25,1:28,,,,
feed,2024-01-12 14:44,,,Breast,,,
sleep,2024-01-12 14:31,2024-01-12 15:34,1:03,,,,
feed,2024-01-12 13:30,,,Formula,bottle,4oz,
sleep,2024-01-12 11:10,2024-01-12 12:29,1:19,,,,
meds,2024-01-12 09:36,2024-01-12 09:36,,1ml,Vitamin D,,
sleep,2024-01-12 08:10,2024-01-12 08:40,0:30,,,,
sleep,2024-01-12 08:05,2024-01-12 09:23,1:18,,,,
feed,2024-01-12 03:42,,,Breast,,,
feed,2024-01-12 03:00,,,Formula,bottle,2oz,
feed,2024-01-12 02:43,,,Breast,,,
feed,2024-01-12 02:18,,,Breast,,,
sleep,2024-01-12 02:10,2024-01-12 07:29,5:19,,,,
sleep,2024-01-12 00:17,2024-01-12 01:59,1:42,,,,
feed,2024-01-11 23:32,,,Formula,bottle,6oz,
sleep,2024-01-11 21:24,2024-01-11 23:50,2:26,,,,
sleep,2024-01-11 19:11,2024-01-11 21:12,2:01,,,,
feed,2024-01-11 16:11,,,Formula,bottle,8oz,
feed,2024-01-11 15:24,,,Formula,bottle,6oz,
sleep,2024-01-11 14:46,2024-01-11 15:33,0:47,,,,
sleep,2024-01-11 13:51,2024-01-11 15:18,1:27,,,,
feed,2024-01-11 13:19,,,Breast,,,
feed,2024-01-11 11:08,,,Bottle,bottle,5oz,
sleep,2024-01-11 09:15,2024-01-11 10:53,1:38,,,,
meds,2024-01-11 09:10,2024-01-11 09:10,,1ml,Vitamin D,,
sleep,2024-01-11 09:03,2024-01-11 09:57,0:54,,,,
feed,2024-01-11 08:57,,,Bottle,bottle,8oz,
feed,2024-01-11 08:53,,,Breast,,,
sleep,2024-01-11 08:43,2024-01-11 09:37,0:54,,,,
meds,2024-01-11 08:37,2024-01-11 08:37,,5ml,Tylenol,,
sleep,2024-01-11 05:43,2024-01-11 07:51,2:08,,,,
feed,2024-01-11 03:53,,,Bottle,bottle,4oz,
feed,2024-01-11 03:53,,,Breast,,,
sleep,2024-01-11 03:05,2024-01-11 05:20,2:15,,,,
sleep,2024-01-10 23:48,2024-01-11 02:42,2:54,,,,
sleep,2024-01-10 21:53,2024-01-10 23:35,1:42,,,,
sleep,2024-01-10 19:15,2024-01-10 21:37,2:22,,,,
feed,2024-01-10 18:18,,,Bottle,bottle,6oz,
sleep,2024-01-10 16:15,2024-01-10 17:58,1:43,,,,
feed,2024-01-10 14:20,,,Bottle,bottle,8oz,
feed,2024-01-10 14:11,,,Breast,,,
feed,2024-01-10 13:15,,,Breast,,,
sleep,2024-01-10 13:04,2024-01-10 14:47,1:43,,,,
feed,2024-01-10 12:44,,,Breast,,,
sleep,2024-01-10 12:42,2024-01-10 13:28,0:46,,,,
feed,2024-01-10 11:21,,,Breast,,,
feed,2024-01-10 11:19,,,Formula,bottle,3oz,
feed,2024-01-10 11:06,,,Breast,,,
meds,2024-01-10 10:43,2024-01-10 10:43,,1ml,Vitamin D,,
sleep,2024-01-10 09:57,2024-01-10 11:36,1:39,,,,
feed,2024-01-10 09:53,,,Breast,,,
sleep,2024-01-10 08:55,2024-01-10 09:52,0:57,,,,
sleep,2024-01-10 08:14,2024-01-10 09:46,1:32,,,,
feed,2024-01-10 06:15,,,Bottle,bottle,8oz,
feed,2024-01-09 23:51,,,Breast,,,
sleep,2024-01-09 23:21,2024-01-10 08:14,8:53,,,,
sleep,2024-01-09 21:39,2024-01-09 23:09,1:30,,,,
feed,2024-01-09 20:44,,,Breast,,,
feed,2024-01-09 20:14,,,Formula,bottle,5oz,
feed,2024-01-09 19:50,,,Formula,bottle,8oz,
sleep,2024-01-09 18:37,2024-01-09 21:22,2:45,,,,
sleep,2024-01-09 16:48,2024-01-09 18:01,1:13,,,,
sleep,2024-01-09 16:28,2024-01-09 17:06,0:38,,,,
feed,2024-01-09 16:03,,,Formula,bottle,5oz,
sleep,2024-01-09 13:28,2024-01-09 14:26,0:58,,,,
sleep,2024-01-09 12:25,2024-01-09 13:26,1:01,,,,
sleep,2024-01-09 11:45,2024-01-09 12:30,0:45,,,,
meds,2024-01-09 10:29,2024-01-09 10:29,,1ml,Vitamin D,,
feed,2024-01-09 08:10,,,Breast,,,
feed,2024-01-09 06:12,,,Formula,bottle,4oz,
feed,2024-01-09 02:57,,,Formula,bottle,5oz,
sleep,2024-01-08 23:57,2024-01-09 07:35,7:38,,,,
feed,2024-01-08 23:35,,,Breast,,,
feed,2024-01-08 23:30,,,Bottle,bottle,8oz,
feed,2024-01-08 23:13,,,Breast,,,
feed,2024-01-08 22:21,,,Bottle,bottle,8oz,
sleep,2024-01-08 20:51,2024-01-08 23:28,2:37,,,,
sleep,2024-01-08 18:42,2024-01-08 20:33,1:51,,,,
feed,2024-01-08 18:42,,,Bottle,bottle,8oz,
sleep,2024-01-08 17:05,2024-01-08 17:51,0:46,,,,
feed,2024-01-08 15:40,,,Breast,,,
feed,2024-01-08 14:19,,,Bottle,bottle,6oz,
feed,2024-01-08 14:19,,,Breast,,,
sleep,2024-01-08 13:56,2024-01-08 15:34,1:38,,,,
sleep,2024-01-08 12:15,2024-01-08 12:53,0:38,,,,
meds,2024-01-08 10:44,2024-01-08 10:44,,1ml,Vitamin D,,
sleep,2024-01-08 09:59,2024-01-08 11:31,1:32,,,,
sleep,2024-01-08 08:15,2024-01-08 08:55,0:40,,,,
feed,2024-01-08 07:00,,,Bottle,bottle,5oz,
sleep,2024-01-08 04:22,2024-01-08 06:23,2:01,,,,
feed,2024-01-08 04:20,,,Bottle,bottle,5oz,
feed,2024-01-08 04:18,,,Formula,bottle,6oz,
sleep,2024-01-08 01:16,2024-01-08 04:02,2:46,,,,
sleep,2024-01-07 22:29,2024-01-08 01:06,2:37,,,,
sleep,2024-01-07 20:12,2024-01-07 22:02,1:50,,,,
feed,2024-01-07 18:39,,,Bottle,bottle,2oz,
feed,2024-01-07 13:12,,,Bottle,bottle,4oz,
sleep,2024-01-07 12:32,2024-01-07 14:06,1:34,,,,
feed,2024-01-07 12:27,,,Formula,bottle,5oz,
feed,2024-01-07 12:09,,,Breast,,,
sleep,2024-01-07 10:32,2024-01-07 12:23,1:51,,,,
feed,2024-01-07 10:16,,,Breast,,,
sleep,2024-01-07 09:55,2024-01-07 11:03,1:08,,,,
sleep,2024-01-07 08:46,2024-01-07 10:36,1:50,,,,
meds,2024-01-07 08:02,2024-01-07 08:02,,1ml,Vitamin D,,
feed,2024-01-07 07:07,,,Breast,,,
feed,2024-01-07 07:00,,,Breast,,,
sleep,2024-01-07 05:37,2024-01-07 08:07,2:30,,,,
feed,2024-01-07 05:24,,,Bottle,bottle,3oz,
feed,2024-01-07 03:44,,,Breast,,,
feed,2024-01-07 03:21,,,Bottle,bottle,6oz,
sleep,2024-01-07 03:07,2024-01-07 05:14,2:07,,,,
feed,2024-01-07 03:00,,,Bottle,bottle,3oz,
sleep,2024-01-07 00:41,2024-01-07 02:54,2:13,,,,
feed,2024-01-06 23:03,,,Breast,,,
sleep,2024-01-06 22:07,2024-01-07 00:11,2:04,,,,
feed,2024-01-06 21:14,,,Formula,bottle,3oz,
sleep,2024-01-06 18:43,2024-01-06 21:40,2:57,,,,
feed,2024-01-06 18:26,,,Bottle,bottle,4oz,
sleep,2024-01-06 14:38,2024-01-06 15:40,1:02,,,,
sleep,2024-01-06 14:38,2024-01-06 16:18,1:40,,,,
feed,2024-01-06 12:14,,,Bottle,bottle,2oz,
feed,2024-01-06 11:12,,,Bottle,bottle,6oz,
feed,2024-01-06 11:03,,,Bottle,bottle,6oz,
sleep,2024-01-06 10:50,2024-01-06 12:27,1:37,,,,
feed,2024-01-06 10:25,,,Breast,,,
sleep,2024-01-06 09:24,2024-01-06 10:53,1:29,,,,
feed,2024-01-06 09:14,,,Breast,,,
meds,2024-01-06 08:30,2024-01-06 08:30,,1ml,Vitamin D,,
feed,2024-01-06 06:45,,,Breast,,,
feed,2024-01-06 06:24,,,Breast,,,
feed,2024-01-06 05:50,,,Formula,bottle,6oz,
feed,2024-01-06 05:34,,,Breast,,,
sleep,2024-01-06 05:17,2024-01-06 08:25,3:08,,,,
sleep,2024-01-06 03:28,2024-01-06 05:04,1:36,,,,
sleep,2024-01-06 00:43,2024-01-06 03:16,2:33,,,,
feed,2024-01-05 23:01,,,Formula,bottle,4oz,
feed,2024-01-05 22:34,,,Bottle,bottle,6oz,
sleep,2024-01-05 22:30,2024-01-06 00:17,1:47,,,,
feed,2024-01-05 22:29,,,Breast,,,
sleep,2024-01-05 19:57,2024-01-05 22:13,2:16,,,,
sleep,2024-01-05 15:25,2024-01-05 17:09,1:44,,,,
feed,2024-01-05 15:16,,,Bottle,bottle,5oz,
sleep,2024-01-05 15:09,2024-01-05 16:12,1:03,,,,
sleep,2024-01-05 12:08,2024-01-05 13:46,1:38,,,,
sleep,2024-01-05 11:47,2024-01-05 13:28,1:41,,,,
feed,2024-01-05 10:54,,,Bottle,bottle,3oz,
feed,2024-01-05 10:07,,,Breast,,,
meds,2024-01-05 09:06,2024-01-05 09:06,,1ml,Vitamin D,,
sleep,2024-01-05 05:49,2024-01-05 06:14,0:25,,,,
feed,2024-01-05 03:57,,,Bottle,bottle,2oz,
feed,2024-01-05 03:08,,,Formula,bottle,2oz,
sleep,2024-01-05 02:47,2024-01-05 05:29,2:42,,,,
sleep,2024-01-05 00:53,2024-01-05 02:31,1:38,,,,
feed,2024-01-04 23:23,,,Breast,,,
feed,2024-01-04 22:27,,,Bottle,bottle,2oz,
sleep,2024-01-04 22:14,2024-01-05 00:35,2:21,,,,
sleep,2024-01-04 20:20,2024-01-04 21:54,1:34,,,,
sleep,2024-01-04 15:24,2024-01-04 16:22,0:58,,,,
feed,2024-01-04 13:38,,,Formula,bottle,5oz,
sleep,2024-01-04 12:59,2024-01-04 14:40,1:41,,,,
sleep,2024-01-04 11:10,2024-01-04 13:08,1:58,,,,
sleep,2024-01-04 10:34,2024-01-04 12:25,1:51,,,,
meds,2024-01-04 09:39,2024-01-04 09:39,,1ml,Vitamin D,,
feed,2024-01-04 09:31,,,Bottle,bottle,6oz,
sleep,2024-01-04 06:21,2024-01-04 08:53,2:32,,,,
feed,2024-01-04 04:41,,,Breast,,,
feed,2024-01-04 02:55,,,Bottle,bottle,4oz,
sleep,2024-01-04 02:52,2024-01-04 05:51,2:59,,,,
feed,2024-01-04 02:22,,,Breast,,,
feed,2024-01-04 01:30,,,Bottle,bottle,8oz,
sleep,2024-01-04 00:38,2024-01-04 02:34,1:56,,,,
feed,2024-01-03 23:21,,,Bottle,bottle,8oz,
sleep,2024-01-03 22:00,2024-01-04 00:17,2:17,,,,
feed,2024-01-03 21:44,,,Breast,,,
feed,2024-01-03 20:57,,,Bottle,bottle,6oz,
sleep,2024-01-03 19:29,2024-01-03 21:45,2:16,,,,
feed,2024-01-03 19:29,,,Breast,,,
sleep,2024-01-03 17:56,2024-01-03 19:14,1:18,,,,
feed,2024-01-03 14:10,,,Formula,bottle,8oz,
sleep,2024-01-03 13:36,2024-01-03 14:18,0:42,,,,
sleep,2024-01-03 11:49,2024-01-03 12:48,0:59,,,,
sleep,2024-01-03 11:45,2024-01-03 12:25,0:40,,,,
feed,2024-01-03 10:33,,,Bottle,bottle,4oz,
meds,2024-01-03 09:37,2024-01-03 09:37,,1ml,Vitamin D,,
sleep,2024-01-03 09:02,2024-01-03 10:09,1:07,,,,
feed,2024-01-03 04:54,,,Formula,bottle,2oz,
feed,2024-01-03 03:54,,,Breast,,,
sleep,2024-01-03 03:45,2024-01-03 07:38,3:53,,,,
sleep,2024-01-03 01:38,2024-01-03 03:18,1:40,,,,
sleep,2024-01-02 23:31,2024-01-03 01:16,1:45,,,,
sleep,2024-01-02 20:36,2024-01-02 23:04,2:28,,,,
sleep,2024-01-02 18:22,2024-01-02 20:25,2:03,,,,
feed,2024-01-02 18:11,,,Bottle,bottle,8oz,
feed,2024-01-02 16:17,,,Bottle,bottle,8oz,
feed,2024-01-02 15:08,,,Breast,,,
sleep,2024-01-02 14:21,2024-01-02 15:39,1:18,,,,
sleep,2024-01-02 12:51,2024-01-02 13:32,0:41,,,,
feed,2024-01-02 12:38,,,Bottle,bottle,6oz,
sleep,2024-01-02 12:09,2024-01-02 12:52,0:43,,,,
feed,2024-01-02 12:04,,,Breast,,,
meds,2024-01-02 10:49,2024-01-02 10:49,,5ml,Tylenol,,
sleep,2024-01-02 10:44,2024-01-02 11:57,1:13,,,,
sleep,2024-01-02 08:48,2024-01-02 09:45,0:57,,,,
meds,2024-01-02 08:36,2024-01-02 08:36,,1ml,Vitamin D,,
feed,2024-01-02 05:32,,,Formula,bottle,4oz,
sleep,2024-01-02 02:01,2024-01-02 08:12,6:11,,,,
feed,2024-01-02 01:37,,,Breast,,,
feed,2024-01-02 01:11,,,Breast,,,
sleep,2024-01-01 23:21,2024-01-02 01:44,2:23,,,,
feed,2024-01-01 22:50,,,Formula,bottle,3oz,
sleep,2024-01-01 20:01,2024-01-01 22:54,2:53,,,,
feed,2024-01-01 19:31,,,Breast,,,
feed,2024-01-01 19:01,,,Breast,,,
sleep,2024-01-01 17:27,2024-01-01 19:01,1:34,,,,
feed,2024-01-01 16:27,,,Breast,,,
sleep,2024-01-01 16:05,2024-01-01 17:04,0:59,,,,
sleep,2024-01-01 12:15,2024-01-01 13:12,0:57,,,,
feed,2024-01-01 11:42,,,Breast,,,
sleep,2024-01-01 11:08,2024-01-01 11:49,0:41,,,,
meds,2024-01-01 10:44,2024-01-01 10:44,,1ml,Vitamin D,,
feed,2024-01-01 09:44,,,Formula,bottle,5oz,
sleep,2024-01-01 09:43,2024-01-01 10:16,0:33,,,,
sleep,2024-01-01 08:47,2024-01-01 09:21,0:34,,,,
feed,2024-01-01 04:29,,,Bottle,bottle,6oz,
feed,2024-01-01 03:29,,,Bottle,bottle,4oz,
